q_FormDataId,q_63,q_83,School,Grade,Sex,APS45,APSVNEN,RankingF,NumberofChi,Readbook,Topic,FutureJob_VN,FutureJob_VN (translated),CareerFat,CareerFat (translated),CarFatGr,AgeFat,EduFat,CareerMot,CareerMot (translated),CarMotGr,AgeMot,EduMot,EcoStt,KnowledgeInc,EstIncome,Buybook,Hobby,TimeSci,TimeSoc,Readstory,Typebook,Typebook_Other,Reason,Source,PrioAct,AftAct,Read_like,EncourAct,MostlikedAct,Bookcase,Notread_like
3628,16.115,43074,16,6,Female,5.8,0,2,2,yes,b,bác sĩ,Doctor,công nhân,Worker,Labor,41,UnderHi,làm ruộng,Farmer,Labor,41,UnderHi,med,yes,8000000-9000000,yes,a,2,2,no,a,NA,b,buy,b,a,"169 bài toán hay và khó
khám phá động vật rừng",yes,d,a,"doraemon
cậu bé bút chì
conan"
3629,13.224,43073,13,8,Male,8,0,1,2,yes,e,bác sĩ,Doctor,thợ xây,Worker,Labor,36,UnderHi,công nhân,Worker,Labor,36,UnderHi,med,yes,NA,yes,b,2,2,no,b,NA,a,buy,d,d,"truyện cười dân gian
trạng quỳnh",no,NA,NA,NA
3630,16.116,43074,16,6,Male,8,0,1,3,yes,f,công an,Police officer,thợ xây,Worker,Labor,35,UnderHi,làm ruộng,Farmer,Labor,33,UnderHi,med,yes,3000000,no,c,1,1,no,a,NA,a,borrow,a,a,"khám phá động vật biển
150 bài văn hay",yes,a,a,"cậu bé bút chì
conan - thám tử lừng danh
cừu vui vẻ và sói xám"
3631,13.225,43073,13,8,Female,6.875,0,2,3,yes,c,công an,Police officer,thợ xây,Worker,Labor,40,UnderHi,công nhân,Worker,Labor,39,UnderHi,med,no,NA,yes,e,1,1,no,f,truyện tranh,a,borrow,a,a,"truyện cười việt nam 
tí quậy",yes,b,d,NA
3632,16.117,43074,16,6,Female,3.5,0,1,3,yes,b,công nhân,Worker,thợ xây,Worker,Labor,37,UnderHi,nông dân,Farmer,Labor,NA,Hi,med,no,NA,yes,a,1,1,yes,a,NA,b,buy,NA,c,"ngữ văn
lịch sử",yes,b,a,"ngữ văn 
lịch sử
địa lí"
3633,13.226,43073,13,NA,Male,7.75,0,3,3,yes,b,diễn viên,Actor,thợ xây,Worker,Labor,44,UnderHi,buôn bán,Seller,Labor,43,UnderHi,med,NA,NA,yes,b,1,NA,no,f,truyện dân gian,a,borrow,d,b,"truyện dân gian 
trạng quỳnh",no,NA,NA,NA
3634,13.227,43073,13,8,Male,8.75,0,1,2,yes,b,sĩ quan,Soldier,bộ đội,Soldier,Labor,42,Hi,giáo viên,Teacher,Intellectuals,39,Uni,med,yes,13000000,yes,b,2,1,no,f,truyện dân gian,a,buy,b,a,"vua hải tặc 
kĩ năng sống",yes,b,d,"truyện dân gian 
truyện cười"
3635,13.228,43073,13,8,Male,7.5,0,4,4,no,NA,công ti,Businessman,nông dân,Farmer,Labor,45,UnderHi,nông dân,Farmer,Labor,38,UnderHi,med,no,NA,NA,b,1,NA,NA,a,NA,a,borrow,d,d,NA,no,NA,d,NA
3636,13.229,43073,13,8,Female,6,0,6,6,yes,b,bác sĩ,Doctor,không xác định,NA,NA,NA,NA,nông dân,Farmer,Labor,52,UnderHi,med,yes,NA,yes,b,2,2,no,a,NA,a,borrow,a,a,"truyện văn học 
lịch sử cổ đại",yes,c,NA,NA
3637,13.23,43073,13,8,Male,6,0,2,2,yes,f,huấn luyện viên,Trainer,thợ điện,Engineer,Labor,44,Uni,giáo viên,Teacher,Intellectuals,45,Uni,med,yes,NA,yes,b,1,2,no,f,hướng dẫn thể dục thể thao,a,borrow,c,b,"hướng dẫn võ thuật 
hướng dẫn thể thao cầu lông",yes,c,NA,NA
3638,13.231,43073,13,8,Female,6.75,0,2,2,yes,e,bác sĩ,Doctor,thợ xây,Worker,Labor,44,UnderHi,công nhân,Worker,Labor,40,UnderHi,med,yes,NA,yes,a,2,2,no,d,NA,a,borrow,b,NA,"truyện ngắn về nam cao
lịch sử địa lí về địa phương",yes,d,NA,NA
3639,13.232,43073,13,8,Female,7.875,0,1,2,yes,d,nhà văn,Writer,thợ xây,Worker,Labor,37,UnderHi,công nhân,Worker,Labor,34,UnderHi,med,yes,NA,yes,a,2,3,no,d,NA,d,NA,b,a,"người đan chữ xếp thuyền 
1 phút nhìn lại mình",yes,d,NA,NA
3640,13.233,43073,13,8,Female,9.125,0,1,2,yes,d,giáo viên,Teacher,thợ xây,Worker,Labor,34,UnderHi,nông dân,Farmer,Labor,34,UnderHi,med,no,NA,yes,b,1,1,no,b,NA,a,borrow,a,a,"truyện kiều 
cổ tích việt nam",yes,a,NA,NA
3641,13.234,43073,13,8,Male,7.375,0,1,2,yes,d,huấn luyện viên,Trainer,thợ hàn,Worker,Labor,42,Uni,cán bộ,Public servant,Labor,33,Uni,med,no,NA,yes,a,2,2,no,c,NA,a,buy,b,a,"thạch sanh
dế mèn phưu lưu kí",yes,a,NA,NA
3642,13.235,43073,13,8,Female,5.375,0,3,4,yes,b,giáo viên,Teacher,thợ xây,Worker,Labor,46,UnderHi,thợ xây,Worker,Labor,46,UnderHi,rich,no,NA,no,b,1,1,no,c,NA,c,borrow,b,a,"thế giới xung quanh ta
văn học thế giới",yes,d,d,NA
3643,13.236,43073,13,8,Male,7.375,0,2,2,no,NA,huấn luyện viên,Trainer,thợ xây,Worker,Labor,37,UnderHi,công nhân,Worker,Labor,40,UnderHi,med,no,NA,yes,b,1,NA,no,a,NA,a,buy,a,a,"truyện cổ tích 
truyện ngụ ngôn",NA,NA,NA,NA
3644,13.237,43073,13,8,Female,5.125,0,3,3,yes,b,điều dưỡng viên,Nurse,nông dân,Farmer,Labor,50,UnderHi,nông dân,Farmer,Labor,50,UnderHi,med,no,NA,yes,a,2,2,no,a,NA,a,buy,a,a,"tắt đèn 
conan",yes,a,d,NA
3645,13.238,43073,13,8,Male,8.25,0,1,2,yes,b,sĩ quan,Soldier,nông dân,Farmer,Labor,37,UnderHi,công nhân,Worker,Labor,32,UnderHi,med,yes,NA,yes,b,1,NA,no,a,NA,c,borrow,a,a,"truyện cổ tích việt nam 
đảo hải tặc",yes,b,d,NA
3646,13.239,43073,13,8,Female,8.5,0,2,3,yes,d,bác sĩ,Doctor,nông dân,Farmer,Labor,40,UnderHi,nông dân,Farmer,Labor,34,UnderHi,med,no,NA,yes,e,2,1,no,a,NA,a,buy,d,b,"truyện cổ tích việt nam 
dế mèn phưu lưu kí",yes,d,d,NA
3647,13.24,43073,13,8,Female,6.5,0,2,3,yes,d,bác sĩ,Doctor,thợ xây,Worker,Labor,42,Hi,nông dân,Farmer,Labor,37,UnderHi,med,no,NA,yes,c,1,1,no,c,NA,a,buy,d,a,"truyện cổ tích việt nam 
doraemon",yes,a,d,NA
3648,13.241,43073,13,8,Male,8.25,0,1,2,no,NA,huấn luyện viên,Trainer,thợ xây,Worker,Labor,NA,UnderHi,nông dân,Farmer,Labor,NA,UnderHi,med,no,NA,NA,f,1,NA,no,NA,NA,a,buy,a,a,"truyện cổ tích việt nam 
trạng quỳnh",NA,NA,NA,NA
3649,13.242,43073,13,8,Female,0.25,0,2,2,yes,b,bộ đội,Soldier,nông dân,Farmer,Labor,42,NA,nông dân,Farmer,Labor,35,UnderHi,med,no,NA,yes,f,1,1,no,a,NA,a,buy,b,a,"truyện kiều 
tuyển tập ca dao tục ngữ việt nam",yes,b,d,NA
3650,13.243,43073,13,8,Female,5.5,0,3,3,yes,b,cảnh sát,Police officer,nông dân,Farmer,Labor,43,UnderHi,nông dân,Farmer,Labor,44,UnderHi,med,no,NA,yes,a,1,1,no,a,NA,a,buy,a,a,"trạng quỳnh 
truyện kiều",no,NA,NA,NA
3651,13.244,43073,13,8,Male,6.3,0,0,0,NA,f,bác sĩ,Doctor,thợ xây,Worker,Labor,53,UnderHi,nông dân,Farmer,Labor,48,NA,poor,no,NA,no,f,1,NA,no,f,cách làm tăng tình cảm gia đình,a,gift,d,NA,"cách tăng tình cảm gia đình
dạy học nghề bác sĩ",no,c,c,NA
3652,3.136,43071,6,8,Female,7,0,3,4,yes,c,Công an,Police officer,Nông dân,Farmer,Labor,47,UnderHi,Nông dân,Farmer,Labor,41,UnderHi,med,no,NA,yes,e,2,2,yes,d,NA,a,borrow,a,b,"Kì quan thế giới
Cuộc sống thường ngày của cô bé 8 tuổi",yes,d,b,"Vật lý lí thú
Vượt lên khó khăn
Hoang mạc hoang sơ"
3653,3.137,43071,6,8,Female,7,0,1,2,yes,f,Thợ sửa chữa,Worker,Nông dân,Farmer,Labor,NA,UnderHi,Nông dân,Farmer,Labor,NA,UnderHi,med,no,NA,yes,a,2,1,yes,e,NA,a,buy,b,b,"Hướng dẫn học nghề điện
Hướng dẫn sửa chữa ô tô",NA,d,b,"Điện học cuốn hút 
Hóa học 
Vi sinh vật vi tính"
3654,3.138,43071,6,8,Male,7,0,3,3,NA,a,Kỹ Thuật,Engineer,Thợ làm bánh mỳ,Baker,Labor,49,UnderHi,Thợ làm bánh mỳ,Baker,Labor,40,UnderHi,rich,no,NA,yes,a,2,2,NA,c,NA,a,borrow,b,a,"Kì quan thế giới
Hạt giống tâm hồn",yes,d,b,"Ý nghĩa cuộc sống
Mạnh bão tố 
Khám phá thế giới"
3655,13.245,43073,13,8,Male,6,0,1,2,no,NA,không xác định,NA,thợ xây,Worker,Labor,45,UnderHi,công nhân,Worker,Labor,38,UnderHi,med,yes,10000000,yes,f,2,2,NA,f,các chuyện,a,buy,b,b,"doraemon 
conan",no,NA,d,"doraemon 
sọ dừa 
dế mèn phưu lưu kí"
3656,3.139,43071,6,8,Male,7,0,1,3,yes,d,Bác sĩ,Doctor,Hợp tác xã,Farmer,Labor,40,Hi,công ty,Businessman,Labor,NA,Hi,NA,no,NA,yes,e,2,2,yes,f,Sinh học,a,buy,c,b,"Hạt giống tâm hồn
Khám phá rừng",NA,NA,NA,"Nanh trắng
Phan Bội Châu
Nam Cao"
3657,3.14,43071,6,8,Female,6.9,0,1,3,yes,f,Bác sĩ,Doctor,Không xác định,NA,NA,NA,NA,Nông dân,Farmer,Labor,34,UnderHi,med,no,NA,yes,a,2,2,yes,a,NA,a,borrow,b,c,"Doraemon
Conan",NA,a,b,"Cổ tích Việt Nam
Hạt giống tâm hồn
Ý nghĩa cuộc sống"
3658,13.246,43073,13,8,Male,5.5,0,1,2,yes,f,phi công,Pilot,thợ xây,Worker,Labor,41,Hi,nông dân,Farmer,Labor,39,Hi,rich,no,NA,yes,d,1,1,no,e,NA,a,buy,a,b,"naruto 
7 viên ngọc rồng",yes,b,d,"maruto 
doraemon 
tuyển thủ volleyball"
3659,3.141,43071,6,8,Male,6.5,0,1,2,yes,f,Luật sư,Lawyer,Thợ sửa chữa,Worker,Labor,39,Hi,Công nhân,Worker,Labor,36,NA,med,no,NA,yes,f,2,2,yes,a,NA,a,borrow,a,c,"3 ngày ở nước tí hon
Hạt giống tâm hồn",yes,d,b,"Truyện cười Nguyễn Du
Truyện kinh dị
Cổ tích Việt Nam"
3660,15.176,43071,15,7,Male,5,0,1,2,yes,f,Bác sĩ,Doctor,lái xe ô tô,Driver,Labor,37,Uni,Giày da,Worker,Labor,38,Uni,med,yes,3000000,yes,a,1,1,NA,a,NA,a,borrow,a,a,"khoa học vũ trụ, những điều kỳ lạ",yes,b,a,"những điều kỳ lạ, hạt giống tâm hồn, nước Đại Việt"
3661,3.142,43071,6,8,Male,6.9,0,2,2,yes,a,Giáo viên,Teacher,Nông dân,Farmer,Labor,53,Hi,Nông dân,Farmer,Labor,46,UnderHi,med,no,NA,yes,c,2,2,yes,e,NA,a,buy,a,a,"Hạt giống tâm hồn
Mỗi ngày một chuyện hay",yes,a,b,"cây tre trăm đốt
Coi trời bằng vung
Những điều kì thú xung quanh"
3662,3.143,43071,6,8,Female,6.5,0,1,3,yes,f,Thiết kế thời trang,Fashion designer,Nông dân,Farmer,Labor,36,Hi,Công nhân,Worker,Labor,33,Hi,med,NA,NA,yes,b,2,2,yes,e,NA,a,borrow,a,a,"Hạt giống tâm hồn
3 ngày ở đất nước tí hon",yes,a,b,"Truyện cổ tích Việt Nam
Những tấm lòng cao cả
Tìm hiểu về trái đất"
3663,13.247,43073,13,8,Male,0,0,1,3,no,f,lái xe,Driver,thợ xây,Worker,Labor,NA,UnderHi,buôn bán,Seller,Labor,NA,UnderHi,rich,no,NA,yes,b,1,1,no,c,NA,a,buy,a,d,"cô bé bán diêm 
subiku",yes,NA,NA,"nàng tiên cá 
cô nàng lọ lem 
cô bé quàng khăn đỏ"
3664,3.144,43071,6,8,Female,6.5,0,3,3,yes,f,Làm gấu bông,Toy maker,Thợ xây,Worker,Labor,43,UnderHi,Nông dân,Farmer,Labor,42,UnderHi,med,yes,5000000,yes,a,1,1,yes,a,NA,a,borrow,a,a,"Hạt giống tâm hồn
3 ngày ở đất nước tí hon",yes,a,b,"Truyện cổ tích
Truyện cười
Tấm Cám"
3665,15.177,43071,15,7,Female,7,0,2,3,yes,b,Bộ đội,Soldier,Nông dân,Farmer,Labor,43,Hi,Công nhân,Worker,Labor,39,Hi,med,no,NA,yes,a,2,2,no,a,NA,a,borrow,b,a,"chú bé rắc rối, tình cha ấm áp",yes,b,a,"Thiên nhiên ô nhiễm, kỹ năng sống dành cho học sinh, chiếc chìa khóa vàng"
3666,3.145,43071,6,8,Male,6.5,0,1,2,yes,c,Giáo viên piano,Teacher,Thợ xây,Worker,Labor,42,UnderHi,công ty,Businessman,Labor,40,UnderHi,med,yes,10000000,yes,f,2,NA,NA,d,NA,a,buy,d,b,"Nghệ thuật
kĩ năng sống",yes,c,b,"Nhà bác học
Ngoại ngữ
Huấn luyện bóng đá"
3667,3.146,43071,6,8,Female,7,0,2,3,yes,c,Bác sĩ,Doctor,Nông dân,Farmer,Labor,40,UnderHi,Nông dân,Farmer,Labor,40,Hi,med,no,NA,yes,c,2,2,yes,a,NA,a,buy,a,b,"Vượt lên số phận
hạt giống tâm hồn",yes,d,b,"Cổ tích
Truyện cười
Truyện tranh"
3668,13.248,43073,13,8,Male,6.6,0,1,1,yes,d,công an,Police officer,không xác định,NA,NA,NA,NA,nông dân,Farmer,Labor,57,Hi,poor,yes,200000-500000,no,c,2,2,no,e,NA,a,borrow,c,a,"doraemon 
conan",yes,c,d,NA
3669,3.147,43071,6,8,Female,7,0,1,2,yes,b,Bác sĩ,Doctor,Nông dân,Farmer,Labor,34,UnderHi,Nông dân,Farmer,Labor,31,Hi,med,NA,NA,yes,c,2,2,yes,b,NA,a,borrow,b,b,"Vượt lên số phận
kì quan thế giới",yes,d,b,"Truyện cười 
Truyện tranh
truyện ngụ ngôn"
3670,3.148,43071,6,8,Male,6.5,0,2,3,yes,f,Tổng giám đốc,Director,Thợ xây,Worker,Labor,42,Hi,Công nhân,Worker,Labor,37,Hi,med,NA,NA,yes,f,2,2,yes,f,Sách dạy độ xe,c,borrow,b,c,"3 ngày ở nước tí hon
Kì quan thế giới",yes,c,b,"Giao tiếp ứng xử
How
Một ngôi sao một định mệnh"
3671,15.178,43071,15,7,Female,5,0,1,2,yes,b,Bác sĩ,Doctor,Làm mộc,Worker,Labor,32,PostGrad,Thợ may,Worker,Labor,30,Hi,med,no,NA,yes,a,2,2,yes,a,NA,a,borrow,a,a,"tình cha ấm áp, kỹ năng sống dành cho học sinh",yes,NA,a,"thật thà, cậu bé chăn cừu, cậu bé thông minh"
3672,13.249,43073,13,8,Female,6.5,0,3,5,yes,NA,bác sĩ,Doctor,nông dân,Farmer,Labor,38,NA,nông dân,Farmer,Labor,36,NA,med,no,NA,yes,a,2,NA,NA,a,NA,a,buy,a,a,"truyện cổ tích việt nam 
doraemon",no,NA,c,"conan 
mỗi đêm 1 truyện cười 
trong tù"
3673,3.149,43071,6,8,Female,7,0,1,2,yes,d,Công nhân,Worker,NA,NA,NA,NA,NA,Nông dân,Farmer,Labor,52,UnderHi,poor,NA,NA,yes,c,2,2,yes,b,NA,c,borrow,b,b,"Vật lý lí thú
Đừng nói không bao giờ",yes,d,b,"Kĩ năng tìm việc
Chỉ thua khi đầu hàng
Địa lý lí thú"
3674,15.179,43071,15,7,Male,7,0,3,3,yes,e,Bộ đội,Soldier,Nông dân,Farmer,Labor,52,Hi,Nông dân,Farmer,Labor,50,Hi,med,yes,NA,NA,a,2,1,NA,a,NA,b,borrow,b,a,"Cây xanh hoành hành, lịch sử",yes,b,a,"toán học, khoa học viễn tưởng, kỹ năng sống hằng ngày"
3675,3.15,43071,6,8,Male,7,0,3,3,yes,e,Kiến trúc sư,Architect,Nông dân,Farmer,Labor,49,UnderHi,Nông dân,Farmer,Labor,47,UnderHi,med,no,NA,yes,f,2,2,NA,b,NA,a,buy,d,c,"danh nhân Bill Gates
Ác-si-mét",yes,c,b,"Dạy khởi nghiệp
Kĩ thuật đá bóng
Nghệ thuật"
3676,3.151,43071,6,8,Female,6.1,0,1,2,yes,f,Công nhân,Worker,Nông dân,Farmer,Labor,45,UnderHi,Nông dân,Farmer,Labor,43,UnderHi,med,NA,NA,yes,f,2,2,yes,a,NA,a,borrow,d,c,"Hạt giống tâm hồn
3 ngày ở đất nước tí hon",yes,d,b,"Truyện cười
Cổ tích Việt Nam
Khát vọng sống"
3677,13.25,43073,13,8,Male,7,0,3,4,NA,e,đi ra nước ngoài,Traveler,buôn bán,Seller,Labor,NA,UnderHi,nông dân,Farmer,Labor,NA,Hi,rich,NA,NA,yes,b,2,1,yes,a,NA,a,buy,a,a,"thánh gióng 
chú lượm",no,b,d,NA
3678,3.152,43071,6,8,Female,6.9,0,1,2,yes,d,Công an,Police officer,Nông dân,Farmer,Labor,37,UnderHi,Nông dân,Farmer,Labor,34,UnderHi,med,no,NA,yes,e,2,2,NA,b,NA,a,borrow,b,a,"những cách để trở nên thông minh hơn
Vượt lên số phận",yes,a,b,"Cổ tích Việt Nam
Truyện cười
Thám tử"
3679,13.251,43073,13,8,Female,6.5,0,1,3,yes,b,bác sĩ,Doctor,thợ xây,Worker,Labor,37,UnderHi,công nhân,Worker,Labor,36,UnderHi,med,no,NA,yes,c,2,2,no,a,NA,a,buy,d,b,"ngữ văn 8
sinh học 8",yes,a,d,"cậu bé thông minh
nhật kí trong tù 
những người học sinh quậy phá"
3680,3.153,43071,6,8,Female,6.8,0,3,4,yes,c,Công an,Police officer,Nông dân,Farmer,Labor,44,UnderHi,Nông dân,Farmer,Labor,44,UnderHi,med,no,NA,yes,c,2,2,NA,a,NA,a,NA,a,a,"Hạt giống tâm hồn
Thời tiết mạnh như bão tố",NA,a,a,"Cổ tích Việt Nam
Truyện cười
Truyện tranh"
3681,13.252,43073,13,8,Female,5.5,0,3,4,yes,b,giáo viên,Teacher,nông dân,Farmer,Labor,48,UnderHi,nông dân,Farmer,Labor,45,UnderHi,med,no,NA,yes,c,1,1,no,a,NA,a,buy,a,a,"nhật kí trong tù 
20 con thiên nga",yes,a,d,"cô bé lọ lem 
truyện kiều 
chí phèo"
3682,15.18,43071,15,8,Female,8.5,0,1,2,yes,a,Bác sĩ,Doctor,Công nhân,Worker,Labor,54,Hi,Nông dân,Farmer,Labor,50,Hi,poor,no,NA,yes,a,1,1,NA,a,NA,c,borrow,b,b,"khát vọng sống, học ăn học nói học gói học mở",yes,d,a,"Những kỳ quan của thế giới, tôi muốn biết cái gì, hoang mạc hoang sơ"
3683,3.154,43071,6,8,Male,7,0,3,3,yes,e,Kĩ sư,Engineer,Nông dân,Farmer,Labor,50,UnderHi,Nông dân,Farmer,Labor,50,UnderHi,med,no,NA,yes,e,2,1,yes,a,NA,a,buy,d,b,"Ác-si-mét
Hạt giống tâm hồn",yes,a,b,"Truyện Kiều
Tắt đèn
Bách khoa cuộc sống"
3684,13.253,43073,13,8,Female,6.75,0,1,3,yes,b,đầu bếp,Chef,nông dân,Farmer,Labor,38,UnderHi,nông dân,Farmer,Labor,35,UnderHi,med,no,NA,yes,c,1,1,no,a,NA,a,buy,b,c,"những tấm lòng cao cả
truyện kiều",yes,b,NA,"dế mèn phưu lưu kí 
tắt đèn 
chí phèo"
3685,13.254,43073,13,8,Female,0,0,2,3,yes,b,không xác định,NA,nông dân,Farmer,Labor,45,UnderHi,nông dân,Farmer,Labor,39,Hi,med,no,NA,yes,c,2,1,no,a,NA,a,buy,b,d,"conan 
doraemon",no,NA,d,"nhật kí trong tù 
conan"
3686,13.255,43073,13,8,Male,6.5,0,2,3,yes,e,huấn luyện viên võ cổ truyền,Martial arts instructor,nông dân,Farmer,Labor,54,Uni,thợ may,Worker,Labor,45,Hi,rich,no,NA,NA,f,1,2,no,d,NA,a,buy,a,a,"7 viên ngọc rồng 
tiệt quyền đạo",yes,a,d,"doraemon 
tuyển thủ vô hình kuroto 
anh thoong"
3687,15.181,43071,15,8,Female,9,0,1,3,yes,e,Bác sĩ,Doctor,Bác sĩ,Doctor,Intellectuals,45,Uni,Công nhân,Worker,Labor,42,Hi,med,no,NA,yes,a,2,2,no,f,lịch sử,a,borrow,b,b,"những kỳ quan của thế giới, tôi muốn biết cái gì",yes,d,a,"khát vọng sống, tắt đèn, học ăn học nói học gói học mở"
3688,13.256,43073,13,8,Male,7,0,1,2,no,b,lái máy cẩu,Driver,nông dân,Farmer,Labor,34,NA,công nhân,Worker,Labor,32,NA,med,no,NA,yes,b,1,NA,no,e,NA,a,buy,b,d,"thánh gióng 
cây khế",no,NA,d,"tí quậy 
doraemon 
7 viên ngọc rồng"
3689,13.257,43073,13,8,Male,7,0,2,3,yes,b,xuất khẩu lao động,Worker,nông dân,Farmer,Labor,42,UnderHi,nông dân,Farmer,Labor,39,UnderHi,rich,no,NA,yes,c,1,1,no,e,NA,a,borrow,d,b,"doraemon 
truyện cổ tích",yes,a,d,"sách về bác hồ 
sách về những người có công với đất nước
sách về xã hội"
3690,15.182,43071,15,8,Male,9.5,0,3,3,yes,e,Bộ đội,Soldier,Bộ đội,Soldier,Labor,49,Hi,Nông dân,Farmer,Labor,49,Hi,med,no,NA,yes,a,2,2,no,f,Khoa học tự nhiên,a,borrow,d,b,"những kỳ quan thế giới, ba ngày ở thế giới tí hon",yes,c,a,"chiến tranh thế giới, tắt đèn, dond ki hô tê"
3691,13.258,43073,13,8,Female,0,0,2,2,yes,d,không xác định,NA,nông dân,Farmer,Labor,NA,UnderHi,nông dân,Farmer,Labor,NA,NA,med,no,NA,yes,b,1,2,no,a,NA,a,buy,a,a,"sự tích cây khế
doraemon",yes,NA,NA,báo hoa học trò
3692,13.259,43073,13,8,Female,0,0,1,4,no,NA,không xác định,NA,nông dân,Farmer,Labor,42,UnderHi,nông dân,Farmer,Labor,35,UnderHi,med,no,NA,yes,e,1,2,no,c,NA,a,buy,a,a,"doraemon 
truyện cổ tích",no,NA,NA,NA
3693,15.183,43071,15,8,Male,9.3,0,1,2,yes,a,công an,Police officer,Nông dân,Farmer,Labor,43,Hi,Công nhân,Worker,Labor,39,NA,med,NA,5000000,no,a,2,2,no,f,thiên văn học,a,borrow,b,b,"ba ngày ở nước tý hon, hoang mạc kỳ thú",yes,c,a,"tắt đèn, đôn ki hô tê, lão hạc"
3694,13.256,43073,13,8,Female,0,0,3,3,yes,b,hướng dẫn viên,Tour guide,nông dân,Farmer,Labor,50,UnderHi,nông dân,Farmer,Labor,50,UnderHi,med,no,NA,yes,e,1,1,no,d,NA,a,buy,b,d,"doraemon 
sách nghệ thuật",yes,b,d,"những việc làm tốt 
chuyện học trò 
thơ văn việt nam"
3695,13.26,43073,13,8,Female,0,0,3,3,yes,b,hướng dẫn viên,Tour guide,nông dân,Farmer,Labor,50,UnderHi,nông dân,Farmer,Labor,50,UnderHi,med,no,NA,yes,e,1,1,no,d,NA,a,buy,b,d,"doraemon 
sách nghệ thuật",yes,b,d,"những việc làm tốt 
chuyện học trò
thơ văn việt nam"
3696,13.261,43073,13,8,Male,7,0,1,2,yes,c,không xác định,NA,nông dân,Farmer,Labor,38,UnderHi,giáo viên,Teacher,Intellectuals,NA,PostGrad,med,no,NA,yes,f,2,1,NA,f,khác,a,buy,b,d,"shin 
doraemon",no,NA,a,NA
3697,13.262,43073,13,8,Male,4,0,2,2,yes,e,đầu bếp,Chef,nông dân,Farmer,Labor,NA,NA,công nhân,Worker,Labor,NA,NA,med,no,NA,yes,b,1,1,no,f,khác,a,borrow,b,a,"7 viên ngọc rồng 
doraemon",no,d,NA,"conan 
những câu hỏi hay 
những câu thơ hại não"
3698,15.184,43071,15,8,Female,7.5,0,1,3,yes,e,Giáo viên,Teacher,Nông dân,Farmer,Labor,38,Hi,Nông dân,Farmer,Labor,33,Hi,med,yes,NA,yes,b,3,2,yes,a,NA,a,borrow,d,c,"tuổi thơ dữ dội, tắt đèn ( Ngô Tất Tố)",yes,b,a,"hạt giống tâm hồn, truyện kiều, lão hạc"
3699,13.263,43073,13,8,Female,7,0,1,2,no,NA,không xác định,NA,nông dân,Farmer,Labor,NA,NA,công nhân,Worker,Labor,NA,NA,rich,yes,20000000,yes,b,1,2,no,b,NA,a,buy,b,d,"7 viên ngọc rồng 
doraemon",yes,c,a,"chuyện ngày xưa 
truyện cổ tích 
nhật kí trong tù"
3700,13.264,43073,13,8,Female,5.75,0,3,3,no,NA,không xác định,NA,nông dân,Farmer,Labor,49,UnderHi,nông dân,Farmer,Labor,NA,UnderHi,NA,no,NA,yes,c,1,NA,no,e,NA,a,buy,b,a,"cổ tích 
truyện dân gian việt nam",no,NA,a,"tấm cám 
nàng bạch tuyết và 7 chú lùn 
nàng lọ lem"
3701,13.265,43073,13,8,Female,6.575,0,2,3,yes,b,không xác định,NA,thợ xây,Worker,Labor,44,UnderHi,công nhân,Worker,Labor,35,UnderHi,med,yes,10000000,yes,c,3,1,no,a,NA,a,buy,a,b,"doraemon 
conan",no,NA,NA,NA
3702,15.185,43071,15,8,Female,8,0,3,3,yes,e,Bác sĩ,Doctor,Thợ xây,Worker,Labor,41,Hi,Nông dân,Farmer,Labor,33,Hi,poor,no,NA,no,b,2,2,no,a,NA,a,borrow,d,b,"Tắt đèn, Ngữ pháp tiếng anh",yes,b,a,"Donkihote, Truyện Kiều, Tiểu sử nhà văn Nam Cao"
3703,13.266,43073,13,8,Male,6.5,0,1,2,yes,b,sửa chữa ô tô,Repairman,nông dân,Farmer,Labor,39,UnderHi,không xác định,NA,Labor,NA,NA,med,no,NA,yes,f,1,2,no,e,NA,b,borrow,d,a,"nhật kí trong tù 
dế mèn phưu lưu kí",yes,c,d,harry potter
3704,13.267,43073,13,8,Male,8,0,1,2,no,NA,công an,Police officer,thợ xây,Worker,Labor,NA,NA,công nhân,Worker,Labor,NA,UnderHi,med,no,NA,yes,e,1,1,NA,e,NA,a,buy,d,d,"7 viên ngọc rồng 
naruto",yes,a,d,"ngài been
nàng tiên cá 
7 viên ngọc rồng"
3705,13.268,43073,13,8,Female,0,0,1,3,yes,b,xuất khẩu lao động,Worker,nông dân,Farmer,Labor,39,UnderHi,nông dân,Farmer,Labor,37,UnderHi,med,no,NA,yes,a,2,NA,no,e,NA,a,buy,a,c,"doraemon 
conan",yes,a,d,"nhật kí trong tù 
truyện kiều 
conan"
3706,16.118,43074,16,6,Female,7.2,0,1,3,yes,b,công an,Police officer,thợ xây,Worker,Labor,34,UnderHi,công nhân,Worker,Labor,33,UnderHi,med,yes,4000000,yes,c,2,1,yes,a,NA,a,borrow,b,a,"gieo mầm tính cách - thật thà, xbt
gieo mầm tính cách - tha thứ",yes,b,a,"những điều giúp e học tốt môn văn
những phát minh kì thú
tác hại của ô nhiễm"
